case:concept:name,concept:name,time:timestamp
Case 2896,Take in charge ticket,2011-05-05 09:20:13
Case 2896,Resolve ticket,2011-05-05 09:32:49
Case 2330,Assign seriousness,2013-01-30 17:02:08
Case 2330,Take in charge ticket,2013-02-15 08:14:35
Case 2330,Resolve ticket,2013-02-15 09:24:21
Case 2893,Assign seriousness,2011-11-16 09:22:21
Case 2893,Take in charge ticket,2011-11-16 09:22:29
Case 2893,Resolve ticket,2011-11-16 10:48:57
Case 867,Assign seriousness,2011-10-04 08:52:18
Case 867,Assign seriousness,2011-10-04 09:17:26
Case 867,Take in charge ticket,2011-10-04 10:13:00
Case 867,Resolve ticket,2011-10-04 10:37:28
Case 1448,Assign seriousness,2012-03-26 12:58:55
Case 1448,Take in charge ticket,2012-03-28 15:35:40
Case 1448,Wait,2012-03-28 15:39:42
Case 1448,Resolve ticket,2012-03-30 14:07:19
Case 827,Assign seriousness,2011-11-14 10:49:02
Case 827,Take in charge ticket,2011-11-16 13:34:14
Case 827,Wait,2011-11-16 13:37:12
Case 827,Resolve ticket,2011-11-18 09:10:41
Case 688,Assign seriousness,2011-06-30 07:47:02
Case 688,Assign seriousness,2011-06-30 07:47:19
Case 688,Take in charge ticket,2011-06-30 13:15:00
Case 688,Resolve ticket,2011-07-01 13:11:32
Case 103,Assign seriousness,2010-06-07 07:30:54
Case 103,Assign seriousness,2010-06-07 07:49:10
Case 103,Take in charge ticket,2010-06-07 15:16:44
Case 103,Wait,2010-06-08 10:37:29
Case 103,Take in charge ticket,2010-06-09 07:18:05
Case 103,Create SW anomaly,2010-06-09 07:18:28
Case 103,Resolve ticket,2010-06-16 09:23:07
Case 2006,Assign seriousness,2010-02-24 16:03:18
Case 2006,Take in charge ticket,2010-02-24 16:03:46
Case 2006,Resolve ticket,2010-02-24 16:03:51
Case 142,Assign seriousness,2012-03-07 11:00:05
Case 142,Take in charge ticket,2012-03-08 13:53:36
Case 142,Resolve ticket,2012-03-09 14:48:25
Case 1894,Assign seriousness,2013-01-23 09:57:53
Case 1894,Take in charge ticket,2013-02-07 08:25:03
Case 1894,Resolve ticket,2013-02-08 08:05:46
Case 922,Assign seriousness,2011-02-24 08:42:08
Case 922,Take in charge ticket,2011-02-24 14:49:17
Case 922,Wait,2011-03-09 15:29:36
Case 922,Wait,2011-03-15 11:44:33
Case 922,Take in charge ticket,2011-03-25 14:54:37
Case 922,Resolve ticket,2011-03-25 14:54:47
Case 358,Assign seriousness,2010-09-17 14:02:58
Case 358,Assign seriousness,2010-09-17 15:48:16
Case 358,Take in charge ticket,2010-09-21 12:27:07
Case 358,Resolve ticket,2010-09-21 12:27:19
Case 2662,Assign seriousness,2010-12-02 16:39:04
Case 2662,Take in charge ticket,2010-12-14 08:17:49
Case 2662,Resolve ticket,2011-01-03 15:49:52
Case 1984,Assign seriousness,2011-12-02 15:16:25
Case 1984,Resolve ticket,2011-12-16 11:33:29
Case 1414,Assign seriousness,2011-01-12 16:57:28
Case 1414,Take in charge ticket,2011-01-14 08:21:49
Case 1414,Wait,2011-01-14 08:41:51
Case 1414,Take in charge ticket,2011-01-27 09:04:46
Case 1414,Resolve ticket,2011-01-27 09:04:52
Case 1853,Assign seriousness,2010-05-17 08:15:30
Case 1853,Take in charge ticket,2010-06-01 15:54:31
Case 1853,Resolve ticket,2010-06-07 10:32:29
Case 2976,Assign seriousness,2010-04-08 13:03:59
Case 2976,Take in charge ticket,2010-04-08 13:04:15
Case 2976,Resolve ticket,2010-05-10 16:51:38
Case 16,Assign seriousness,2012-02-22 14:16:52
Case 16,Take in charge ticket,2012-02-22 16:14:07
Case 16,Take in charge ticket,2012-02-22 16:23:57
Case 16,Resolve ticket,2012-02-23 09:47:38
Case 2319,Assign seriousness,2010-10-01 13:48:25
Case 2319,Take in charge ticket,2010-10-01 13:48:47
Case 2319,Wait,2010-10-01 13:49:19
Case 2319,Take in charge ticket,2010-10-27 13:17:32
Case 2319,Resolve ticket,2010-10-27 13:17:41
Case 1034,Assign seriousness,2011-12-13 08:22:23
Case 1034,Take in charge ticket,2011-12-13 08:27:18
Case 1034,Resolve ticket,2011-12-13 11:50:30
Case 235,Insert ticket,2013-05-02 12:59:40
Case 235,Assign seriousness,2013-05-02 13:00:57
Case 235,Take in charge ticket,2013-05-02 13:01:18
Case 235,Wait,2013-05-02 13:34:45
Case 235,Resolve ticket,2013-06-10 13:10:05
Case 2230,Assign seriousness,2011-11-28 14:08:58
Case 2230,Take in charge ticket,2011-11-30 15:25:19
Case 2230,Resolve ticket,2011-12-14 14:18:03
Case 2457,Assign seriousness,2010-07-01 15:36:15
Case 2457,Take in charge ticket,2010-08-10 12:52:51
Case 2457,Resolve ticket,2010-08-10 12:55:19
Case 1300,Assign seriousness,2011-01-17 10:36:18
Case 1300,Take in charge ticket,2011-01-27 11:15:35
Case 1300,Resolve ticket,2011-01-27 11:23:25
Case 2266,Assign seriousness,2010-04-08 10:05:38
Case 2266,Take in charge ticket,2010-04-08 14:27:56
Case 2266,Resolve ticket,2010-04-08 14:28:00
Case 2322,Assign seriousness,2013-04-19 10:06:26
Case 2322,Take in charge ticket,2013-05-03 15:18:14
Case 2322,Resolve ticket,2013-05-07 09:36:48
Case 945,Assign seriousness,2011-09-27 10:35:27
Case 945,Assign seriousness,2011-09-27 11:02:40
Case 945,Take in charge ticket,2011-09-27 13:41:23
Case 945,Resolve ticket,2011-09-28 15:45:10
Case 1839,Assign seriousness,2011-10-18 15:27:11
Case 1839,Assign seriousness,2011-10-24 10:39:17
Case 1839,Take in charge ticket,2011-10-24 10:48:36
Case 1839,Wait,2011-11-03 15:44:05
Case 1839,Resolve ticket,2011-11-09 15:56:18
Case 573,Assign seriousness,2012-07-30 07:06:46
Case 573,Take in charge ticket,2012-07-30 07:07:07
Case 573,Wait,2012-07-30 08:48:00
Case 573,Resolve ticket,2012-07-31 10:05:46
Case 1707,Assign seriousness,2011-02-09 16:51:30
Case 1707,Assign seriousness,2011-02-11 08:48:12
Case 1707,Take in charge ticket,2011-02-11 08:49:43
Case 1707,Resolve ticket,2011-02-11 09:08:55
Case 659,Assign seriousness,2011-05-19 08:54:36
Case 659,Take in charge ticket,2011-05-19 08:54:58
Case 659,Resolve ticket,2011-05-19 10:52:30
Case 211,Assign seriousness,2012-08-02 10:02:57
Case 211,Resolve ticket,2012-08-03 12:56:13
Case 1406,Assign seriousness,2011-12-13 08:14:35
Case 1406,Take in charge ticket,2011-12-14 15:46:33
Case 1406,Resolve ticket,2011-12-15 14:38:18
Case 317,Assign seriousness,2013-09-24 07:24:55
Case 317,Take in charge ticket,2013-09-24 07:25:43
Case 317,Require upgrade,2013-10-10 06:53:09
Case 317,Resolve ticket,2013-10-18 15:30:47
Case 1037,Assign seriousness,2011-10-24 10:11:15
Case 1037,Take in charge ticket,2011-10-24 10:19:04
Case 1037,Resolve ticket,2011-10-24 11:02:57
Case 2887,Assign seriousness,2011-03-11 09:55:19
Case 2887,Take in charge ticket,2011-03-11 09:56:04
Case 2887,Wait,2011-04-07 14:51:29
Case 2887,Wait,2011-04-18 13:46:39
Case 2887,Resolve ticket,2011-04-21 09:29:12
Case 2623,Assign seriousness,2012-05-21 08:06:07
Case 2623,Take in charge ticket,2012-05-21 08:06:19
Case 2623,Wait,2012-05-28 08:11:51
Case 2623,Take in charge ticket,2012-06-05 07:32:04
Case 2623,Wait,2012-06-08 15:51:36
Case 2623,Resolve ticket,2012-06-26 10:28:20
Case 2928,Insert ticket,2010-12-01 16:56:39
Case 2928,Assign seriousness,2010-12-02 13:06:01
Case 2928,Take in charge ticket,2010-12-02 14:08:51
Case 2928,Resolve ticket,2010-12-02 14:15:28
Case 1229,Assign seriousness,2012-01-18 13:49:23
Case 1229,Take in charge ticket,2012-01-18 13:49:32
Case 1229,Resolve ticket,2012-01-25 08:31:08
Case 2161,Assign seriousness,2011-06-21 14:43:11
Case 2161,Assign seriousness,2011-06-21 14:43:35
Case 2161,Take in charge ticket,2011-06-27 08:00:16
Case 2161,Resolve ticket,2011-06-27 09:23:39
Case 609,Assign seriousness,2010-03-19 15:46:29
Case 609,Assign seriousness,2010-03-19 15:46:50
Case 609,Take in charge ticket,2010-03-19 15:47:09
Case 609,Resolve ticket,2010-04-20 08:27:07
Case 171,Assign seriousness,2011-08-29 14:12:48
Case 171,Assign seriousness,2011-08-30 09:49:49
Case 171,Take in charge ticket,2011-08-30 10:06:35
Case 171,Resolve ticket,2011-08-31 07:34:45
Case 468,Assign seriousness,2011-02-02 14:17:34
Case 468,Take in charge ticket,2011-02-04 14:48:04
Case 468,Wait,2011-02-08 14:55:03
Case 468,Take in charge ticket,2011-02-17 09:18:28
Case 468,Resolve ticket,2011-02-17 09:18:39
Case 1007,Assign seriousness,2012-10-10 10:47:41
Case 1007,Take in charge ticket,2012-10-25 10:23:49
Case 1007,Resolve ticket,2012-11-12 08:37:18
Case 2253,Take in charge ticket,2012-12-04 09:10:33
Case 2253,Wait,2012-12-12 11:07:30
Case 2253,Resolve ticket,2013-01-11 16:55:34
Case 533,Assign seriousness,2012-07-31 14:33:16
Case 533,Take in charge ticket,2012-07-31 15:24:46
Case 533,Resolve ticket,2012-08-07 15:52:51
Case 2203,Assign seriousness,2013-02-01 09:39:53
Case 2203,Take in charge ticket,2013-02-06 09:14:03
Case 2203,Resolve ticket,2013-02-21 16:53:13
Case 1878,Assign seriousness,2012-03-23 11:03:16
Case 1878,Take in charge ticket,2012-03-23 11:03:28
Case 1878,Resolve ticket,2012-03-23 15:41:34
Case 2273,Assign seriousness,2012-05-10 14:58:37
Case 2273,Take in charge ticket,2012-05-11 07:28:57
Case 2273,Resolve ticket,2012-05-14 14:35:37
Case 2263,Assign seriousness,2011-03-22 11:02:38
Case 2263,Assign seriousness,2011-03-22 11:06:02
Case 2263,Take in charge ticket,2011-03-22 11:06:10
Case 2263,Resolve ticket,2011-03-22 16:44:31
Case 1684,Assign seriousness,2010-07-27 13:54:13
Case 1684,Assign seriousness,2010-07-27 14:42:11
Case 1684,Take in charge ticket,2010-07-29 13:37:22
Case 1684,Wait,2010-07-29 13:37:30
Case 1684,Take in charge ticket,2010-07-29 13:39:16
Case 1684,Wait,2010-07-29 13:50:31
Case 1684,Take in charge ticket,2010-07-29 14:42:31
Case 1684,Resolve ticket,2010-07-29 14:42:54
Case 1631,Assign seriousness,2011-01-12 11:12:07
Case 1631,Take in charge ticket,2011-01-12 11:16:28
Case 1631,Resolve ticket,2011-01-12 11:16:36
Case 613,Assign seriousness,2012-07-27 14:39:25
Case 613,Take in charge ticket,2012-07-30 08:07:05
Case 613,Resolve ticket,2012-07-30 08:09:30
Case 1321,Assign seriousness,2012-04-18 08:55:20
Case 1321,Take in charge ticket,2012-04-18 12:36:14
Case 1321,Wait,2012-04-23 07:20:19
Case 1321,Resolve ticket,2012-05-11 08:51:18
Case 434,Assign seriousness,2012-04-18 08:16:22
Case 434,Take in charge ticket,2012-04-18 08:25:34
Case 434,Resolve ticket,2012-04-23 15:30:23
Case 639,Assign seriousness,2013-07-11 16:13:23
Case 639,Take in charge ticket,2013-07-17 13:26:22
Case 639,Wait,2013-07-18 13:09:29
Case 639,Resolve ticket,2013-08-01 15:21:54
Case 1850,Assign seriousness,2010-05-27 15:09:54
Case 1850,Wait,2010-05-31 07:10:21
Case 1850,Take in charge ticket,2010-06-14 09:08:43
Case 1850,Resolve ticket,2010-06-14 09:10:19
Case 2846,Assign seriousness,2012-07-26 10:48:21
Case 2846,Take in charge ticket,2012-07-26 12:10:16
Case 2846,Wait,2012-07-26 16:15:16
Case 2846,Resolve ticket,2012-07-30 07:49:48
Case 2256,Assign seriousness,2012-08-08 08:14:19
Case 2256,Resolve ticket,2012-08-08 08:14:40
Case 2790,Assign seriousness,2010-08-10 14:50:22
Case 2790,Take in charge ticket,2010-08-25 10:27:27
Case 2790,Resolve ticket,2010-09-14 07:27:38
Case 1817,Assign seriousness,2012-07-31 07:56:57
Case 1817,Take in charge ticket,2012-07-31 15:24:37
Case 1817,Resolve ticket,2012-08-02 09:47:41
Case 896,Assign seriousness,2011-10-03 09:17:19
Case 896,Take in charge ticket,2011-10-04 13:04:17
Case 896,Resolve ticket,2011-10-31 15:30:12
Case 2943,Assign seriousness,2011-01-10 15:42:49
Case 2943,Assign seriousness,2011-01-17 15:20:58
Case 2943,Take in charge ticket,2011-01-17 15:21:04
Case 2943,Resolve ticket,2011-01-26 15:41:16
Case 1103,Assign seriousness,2012-07-26 10:09:20
Case 1103,Take in charge ticket,2012-07-26 10:22:56
Case 1103,Resolve ticket,2012-07-27 08:54:16
Case 1374,Assign seriousness,2011-12-20 14:07:56
Case 1374,Take in charge ticket,2011-12-21 10:08:25
Case 1374,Wait,2012-01-03 10:19:20
Case 1374,Resolve ticket,2012-01-11 11:46:16
Case 2245,Assign seriousness,2013-05-09 07:27:51
Case 2245,Take in charge ticket,2013-05-09 07:44:43
Case 2245,Wait,2013-05-09 07:52:26
Case 2245,Resolve ticket,2013-06-03 08:09:55
Case 731,Assign seriousness,2012-02-08 08:45:15
Case 731,Take in charge ticket,2012-02-08 08:46:12
Case 731,Take in charge ticket,2012-02-08 08:50:55
Case 731,Resolve ticket,2012-02-08 09:04:47
Case 2726,Assign seriousness,2011-01-11 11:20:28
Case 2726,Take in charge ticket,2011-01-12 11:31:25
Case 2726,Wait,2011-01-13 15:17:16
Case 2726,Take in charge ticket,2011-01-18 10:55:14
Case 2726,Resolve ticket,2011-01-18 10:58:43
Case 156,Assign seriousness,2013-05-14 14:19:09
Case 156,Take in charge ticket,2013-05-30 06:56:35
Case 156,Resolve ticket,2013-05-30 07:08:15
Case 2681,Assign seriousness,2012-11-20 09:03:31
Case 2681,Take in charge ticket,2012-11-26 16:42:03
Case 2681,Wait,2012-11-30 09:01:50
Case 2681,Resolve ticket,2012-12-07 16:04:33
Case 1146,Assign seriousness,2011-04-04 10:13:39
Case 1146,Take in charge ticket,2011-04-04 10:14:04
Case 1146,Resolve ticket,2011-04-04 10:16:27
Case 470,Assign seriousness,2013-08-02 14:10:16
Case 470,Take in charge ticket,2013-08-16 09:17:37
Case 470,Wait,2013-08-20 09:27:37
Case 470,Resolve ticket,2013-09-12 09:58:26
Case 1841,Assign seriousness,2011-05-16 13:57:58
Case 1841,Take in charge ticket,2011-05-16 13:59:01
Case 1841,Resolve ticket,2011-06-01 07:56:16
Case 1901,Assign seriousness,2013-10-04 12:34:59
Case 1901,Take in charge ticket,2013-10-04 15:07:20
Case 1901,Wait,2013-10-16 07:27:58
Case 1901,Resolve ticket,2013-10-23 13:11:57
Case 873,Assign seriousness,2010-11-08 13:54:27
Case 873,Take in charge ticket,2010-11-08 13:56:37
Case 873,Resolve ticket,2010-11-08 13:59:37
Case 2594,Assign seriousness,2011-06-28 12:43:51
Case 2594,Assign seriousness,2011-06-28 12:44:06
Case 2594,Take in charge ticket,2011-06-29 08:16:26
Case 2594,Resolve ticket,2011-06-29 09:12:15
Case 677,Assign seriousness,2011-12-13 14:04:29
Case 677,Wait,2011-12-23 11:37:08
Case 677,Take in charge ticket,2011-12-29 09:41:34
Case 677,Resolve ticket,2011-12-29 13:43:25
Case 1452,Assign seriousness,2011-04-12 08:01:20
Case 1452,Take in charge ticket,2011-04-12 10:40:21
Case 1452,Resolve ticket,2011-04-12 10:41:04
Case 324,Take in charge ticket,2012-09-06 08:45:04
Case 324,Resolve ticket,2012-09-24 10:34:43
Case 447,Assign seriousness,2013-03-13 17:27:23
Case 447,Resolve ticket,2013-03-29 10:28:24
Case 97,Assign seriousness,2013-04-02 12:26:52
Case 97,Take in charge ticket,2013-04-05 16:14:03
Case 97,Resolve ticket,2013-05-10 09:30:24
Case 2526,Assign seriousness,2011-09-21 15:52:43
Case 2526,Take in charge ticket,2011-09-23 13:24:40
Case 2526,Wait,2011-09-26 12:19:46
Case 2526,Wait,2011-09-26 12:19:46
Case 2526,Resolve ticket,2011-10-06 08:17:23
Case 1965,Insert ticket,2012-01-09 11:15:51
Case 1965,Assign seriousness,2012-01-09 11:16:03
Case 1965,Take in charge ticket,2012-01-09 11:16:28
Case 1965,Resolve ticket,2012-01-18 15:01:51
Case 3024,Assign seriousness,2012-07-23 07:33:20
Case 3024,Resolve ticket,2012-07-23 07:35:00
Case 144,Assign seriousness,2013-06-12 15:58:52
Case 144,Take in charge ticket,2013-06-19 07:52:40
Case 144,Wait,2013-06-19 07:53:36
Case 144,Resolve ticket,2013-07-03 16:58:29
Case 2162,Assign seriousness,2011-04-18 07:20:44
Case 2162,Wait,2011-04-18 15:02:34
Case 2162,Wait,2011-04-18 15:02:35
Case 2162,Take in charge ticket,2011-04-20 08:29:23
Case 2162,Resolve ticket,2011-04-20 08:29:53
Case 2146,Assign seriousness,2011-06-07 07:38:10
Case 2146,Take in charge ticket,2011-06-07 07:38:42
Case 2146,Resolve ticket,2011-06-07 07:59:04
Case 84,Assign seriousness,2010-12-10 09:15:54
Case 84,Take in charge ticket,2010-12-10 09:16:17
Case 84,Resolve ticket,2010-12-10 09:16:34
Case 1552,Assign seriousness,2012-06-22 13:55:05
Case 1552,Take in charge ticket,2012-06-22 13:55:18
Case 1552,Resolve ticket,2012-06-25 14:19:32
Case 2535,Assign seriousness,2012-02-14 10:07:04
Case 2535,Take in charge ticket,2012-02-14 10:25:44
Case 2535,Resolve ticket,2012-02-14 10:29:54
Case 2670,Assign seriousness,2011-02-16 14:45:11
Case 2670,Take in charge ticket,2011-02-16 14:45:22
Case 2670,Resolve ticket,2011-02-16 14:45:39
Case 1307,Assign seriousness,2010-11-05 11:57:43
Case 1307,Take in charge ticket,2010-11-11 13:24:36
Case 1307,Wait,2010-11-23 13:30:43
Case 1307,Take in charge ticket,2010-12-20 10:27:53
Case 1307,Resolve ticket,2010-12-20 10:28:10
Case 796,Assign seriousness,2012-04-27 07:46:55
Case 796,Take in charge ticket,2012-04-27 07:47:43
Case 796,Wait,2012-05-08 15:36:24
Case 796,Resolve ticket,2012-05-10 13:13:39
Case 1447,Assign seriousness,2012-06-13 08:56:27
Case 1447,Take in charge ticket,2012-06-13 10:33:42
Case 1447,Resolve ticket,2012-06-15 14:49:10
Case 2412,Assign seriousness,2010-05-17 10:24:09
Case 2412,Take in charge ticket,2010-05-17 12:50:39
Case 2412,Resolve ticket,2010-05-17 12:51:09
Case 2052,Assign seriousness,2011-10-11 15:18:25
Case 2052,Take in charge ticket,2011-10-13 08:20:59
Case 2052,Resolve ticket,2011-10-13 09:17:05
Case 296,Assign seriousness,2013-05-28 07:02:36
Case 296,Take in charge ticket,2013-06-17 12:42:33
Case 296,Wait,2013-06-17 14:24:47
Case 296,Resolve ticket,2013-06-27 12:37:05
Case 2353,Assign seriousness,2011-10-25 07:55:45
Case 2353,Take in charge ticket,2011-10-25 07:56:33
Case 2353,Resolve ticket,2011-10-25 08:58:01
Case 2598,Assign seriousness,2013-03-18 08:40:51
Case 2598,Take in charge ticket,2013-04-22 09:59:00
Case 2598,Resolve ticket,2013-04-22 09:59:36
Case 2401,Assign seriousness,2011-08-02 13:56:04
Case 2401,Take in charge ticket,2011-08-02 13:56:15
Case 2401,Resolve ticket,2011-08-03 16:03:15
Case 2954,Assign seriousness,2010-05-27 12:34:51
Case 2954,Take in charge ticket,2010-05-27 12:36:21
Case 2954,Resolve ticket,2010-05-28 09:17:20
Case 1515,Assign seriousness,2010-11-29 10:46:31
Case 1515,Take in charge ticket,2010-11-30 09:16:23
Case 1515,Resolve ticket,2010-11-30 09:33:58
Case 2057,Assign seriousness,2010-06-16 10:01:50
Case 2057,Take in charge ticket,2010-07-12 10:35:10
Case 2057,Resolve ticket,2010-07-12 10:35:30
Case 2671,Assign seriousness,2010-05-21 07:33:57
Case 2671,Take in charge ticket,2010-05-25 09:39:58
Case 2671,Resolve ticket,2010-05-25 09:40:25
Case 1002,Assign seriousness,2010-08-25 10:36:10
Case 1002,Take in charge ticket,2010-08-27 07:34:45
Case 1002,Resolve ticket,2010-08-27 08:42:25
Case 2212,Assign seriousness,2011-08-02 08:18:36
Case 2212,Resolve ticket,2011-08-02 08:19:29
Case 1454,Assign seriousness,2010-10-27 15:56:42
Case 1454,Take in charge ticket,2010-10-29 12:01:37
Case 1454,Resolve ticket,2010-10-29 13:39:35
Case 2637,Assign seriousness,2012-03-13 07:59:04
Case 2637,Take in charge ticket,2012-03-13 07:59:32
Case 2637,Resolve ticket,2012-03-13 11:24:45
Case 2945,Assign seriousness,2011-08-16 12:26:37
Case 2945,Wait,2011-08-16 13:12:48
Case 2945,Resolve ticket,2011-08-16 13:18:45
Case 648,Assign seriousness,2011-12-07 08:15:35
Case 648,Take in charge ticket,2011-12-07 13:40:40
Case 648,Resolve ticket,2012-01-18 16:41:22
Case 2186,Assign seriousness,2010-11-23 16:27:19
Case 2186,Take in charge ticket,2010-11-23 16:30:44
Case 2186,Resolve ticket,2010-11-23 16:30:55
Case 3065,Assign seriousness,2011-04-20 08:44:12
Case 3065,Take in charge ticket,2011-04-20 08:44:37
Case 3065,Resolve ticket,2011-04-21 12:42:45
Case 418,Assign seriousness,2012-05-04 15:26:19
Case 418,Take in charge ticket,2012-05-07 06:59:13
Case 418,Resolve ticket,2012-05-07 10:24:38
Case 369,Assign seriousness,2011-07-13 14:03:38
Case 369,Take in charge ticket,2011-07-14 08:37:19
Case 369,Take in charge ticket,2011-07-14 08:51:59
Case 369,Resolve ticket,2011-07-14 09:23:03
Case 2358,Assign seriousness,2012-02-24 13:54:58
Case 2358,Take in charge ticket,2012-03-09 11:56:52
Case 2358,Resolve ticket,2012-03-09 14:49:40
Case 3005,Assign seriousness,2011-02-24 09:05:26
Case 3005,Take in charge ticket,2011-02-25 13:23:49
Case 3005,Resolve ticket,2011-03-14 11:00:16
Case 1778,Assign seriousness,2012-02-14 15:06:51
Case 1778,Resolve ticket,2012-02-14 15:07:45
Case 2041,Assign seriousness,2011-06-29 09:58:28
Case 2041,Take in charge ticket,2011-06-29 10:00:19
Case 2041,Wait,2011-06-29 10:01:17
Case 2041,Resolve ticket,2011-07-15 13:53:31
Case 1227,Assign seriousness,2011-02-17 08:20:28
Case 1227,Take in charge ticket,2011-02-18 10:44:10
Case 1227,Wait,2011-03-02 15:25:06
Case 1227,Take in charge ticket,2011-03-02 15:28:01
Case 1227,Wait,2011-03-02 15:38:40
Case 1227,Take in charge ticket,2011-03-30 10:25:28
Case 1227,Resolve ticket,2011-03-30 10:25:39
Case 2165,Assign seriousness,2010-10-05 15:38:26
Case 2165,Take in charge ticket,2010-10-05 15:38:39
Case 2165,Resolve ticket,2010-10-06 08:31:22
Case 1599,Assign seriousness,2012-02-03 11:25:26
Case 1599,Take in charge ticket,2012-02-09 08:15:34
Case 1599,Resolve ticket,2012-02-10 10:20:55
Case 2132,Assign seriousness,2011-11-11 10:42:41
